columns,sample,human_detected,csv_detected,id
Adresse,"['60 av de Castres', '71 rue Gaston Doumergue', ""2 place de l'Eglise"", '64 avenue de Lombez', '115 avenue de Muret', 'Drugstore du Parc', '92 chemin Gabardie', ""5 rue de l'université"", '8 avenue Montaigne', '5 place Bila']",adresse,adresse,5fff3a95-f90b-4060-9842-8a8a5047cdeb
nom_voie,"['Rue Mars et Roty', 'Rue du Fort', 'Allée Charpentier', 'Rue Saint-Maur', 'Voie Verte', 'Rue George Sand', 'Rue Aristide Briand', 'Rue des Pâquerettes', 'Chemin du Bois Robert', 'Avenue des États-Unis']",adresse,adresse,3ce403c4-3f6e-42c5-9b0b-23d99f672786
Adresse,"['Vaires sur Marne', '20 rue Léon 75018 Paris', 'Savigny sur orge', '15 rue Denfert-Rochereau  93200 Saint-Denis', '14 Rue Saint Denis, 75001 Paris', '1 rue Charles Garnier 93400 Saint Ouen', '14 Rue Saint-Denis, 75000 Paris', '2 Place de la Porte Maillot', ""Place d'Estienne-d'Orves 75009 Paris"", '181 bis rue de Paris, les lilas']",adresse,adresse,621748a5-8115-4433-a836-28e8411c7c07
lieu_1_nomv,"['ALLEE DE LONGCHAMP', 'RUE DU FAUBOURG POISSONNIERE', 'RUE DE LA CONVENTION', 'AVENUE DU GENERAL LECLERC', 'BD PERIPHERIQUE EXTERIEUR', 'AVENUE DU MAINE', 'RUE DU CHAMP DE MARS', 'RUE SEGUIER', 'RUE CARDINET', 'ROUTE DE LA PYRAMIDE']",adresse,adresse,2ca23fcc-73de-4add-aee6-22100703a962
nom_afnor,"['RUE RENE TEISSEIRE', 'AVENUE DU ROUCAS', 'RUE DES AGAPANTHES', 'RUE CHARLES DE GAULLE', 'IMPASSE DES COLIBRIS', 'RUE PAUL VERLAINE', 'RUE PICOT DE LAPEYROUSE', 'RUE DU DOMAINE DU BOIS', 'RUE PERIGNON', 'ROUTE DES COTEAUX']",adresse,adresse,a65c8c88-d121-434f-a0fa-c6cdcf740b7d
Adresse,"['54 allée des Platanes', '60 rue du Faubourg Poissonnière', '73/75 rue de la Plaine', '191 avenue Aristide Briand', ""Centre d'affaires La Boursidière - BP 160"", '3 rue Jean Rostand', '35 rue du Docteur Schweitzer', '157 Boulevard Macdonald', '1 rue Guynemer', '24 quai de la Loire']",adresse,adresse,1b66ea01-50e9-49f0-868d-dd677c95ec92
ADRESSE_LIEU,"['rue Doyen Albert Bouzat', 'rue du Morbihan', 'rue Joseph Lotte', '167, rue de Vern', 'rue du Morbihan', '8, rue de la Motte Brûlon', '15, rue Thiers', 'Bd Gaëtan Hervé', '10, rue Alphonse Guérin', '19, rue Jeanne Jugan']",adresse,adresse,b422dc8b-cf52-4193-8c4e-cf71722ac161
"""Adresse""","['30 avenue de château de Jouques', '3 Allée de charière', '1 Place Charles de Gaulle/Immeuble Central Gare', 'CHEMIN DE MACCHIONE', '31 AVENUE DE SEGUR', '76 Rue Alexandre Bickart', '5817 route de Lille', '64 rue clement Ader', '178 rue Lecourbe', '2 boulevard du Général de Gaulle']",adresse,adresse,996fba95-f396-466f-8e7c-3f63816cf57b
LIBELLE_BAN,"['Chemin du Klettenberg', 'Rue Verte', 'Rue du Général de Gaulle', 'Rue Dollfus', ""Avenue d'Altkirch"", ""Rue de l'Hiver"", 'Rue du Réservoir', 'Rue de Riquewihr', 'Rue du Sundgau', 'Rue des Tulipes']",adresse,adresse,aa6515dc-9803-4ca6-8ae5-4d705e470dc6
Adresse du  bénéficiaire,"['74 rue Saint Jacques', '1 impasse des Ormes', '20 rue Chateaubriand - Immeuble Cévennes - Appt 143', 'Abbaye du Valasse \n Route de l’Abbaye', '4 Bouvevard Sadi CARNOT', '13 boulevard de Verdun', '70 rue Grande', '84 rue Beauvoisine', '8 rue du petit Fontaine', 'Avenue du Canteloup  Le Crevettier']",adresse,adresse,b3c75d68-2caa-4bec-8705-da5b02e08489
NOM_VOIE,"['Route des Gardes', 'Rue Troyon', 'Route des Gardes', 'Route du pavé des Gardes', 'Rue Ernest Laval', 'Boulevard de la République', 'Route de Vaugirard', 'Avenue André Morizet', 'Route du pavé des Gardes', 'Rue Ernest Laval']",adresse,adresse,1c2fd70b-a98d-4c31-83cb-cecc3872a2eb
adresse_complete,"['13 boulevard Franklin Roosevelt, Rennes', ""13 rue d'Apigné, le Rheu"", '12 bis rue Jules Lallemand, Rennes', '1 allée des Iles Chausey, Rennes', '19 rue Richard-Lenoir, Rennes', '13 rue du Champ Sévigné, Saint-Grégoire', '122 route de Nantes, Pont-Péan', '128 rue de Redon, Bruz', '13 rue de Vincé, Mordelles', '171 boulevard Jacques Cartier, Rennes']",adresse,adresse,ac551d92-1796-49a7-aa5f-fad66d3cb30a
Adresse 1,"['19 Avenue du General Mangin', '88 rue de la Faisanderie', '4 rue Véronèse', '3 boulevard Gallieni', '4 rue Blaise Desgoffe', '13 rue Denis Papin', '10 rue du Debarcadere', '46 avenue de Villiers', 'Parc du Chateau', '150/156 rue du Maréchal Leclerc']",adresse,adresse,08240219-6b95-4dbb-bbba-a8b5f246bb1e
adresse1,"['13 Route Nationale 20', '1 Place Carnot', '13 bis Rue du Docteur Rocheblave', 'Route du Mont Lozère', '20 Avenue Raymond Lacombe', '31 place de la Bascule', 'Maison des Associations', '1 Rue du Faubourg', ""Zone d'Activités Pont-Peyrin"", '31 place de la Mairie']",adresse,adresse,f55b5b3e-4d18-4dcb-bb7b-7344a3557fb2
adresse,"['4 place Jussieu - Boîte 260 - Patio 46-55', '5 rue Thomas Mann', 'Place du Maréchal de Lattre de Tassigny', '16 rue Bonaparte', '4 place Jussieu - Boîte 7042 - Bât. 31 - RC', '5 rue Jean Baptiste Clément', '45 boulevard Vauban', '5 rue Thomas Mann - Bâtiment Grands Moulins - Aile B - 6ème étage - Bureau 645 B', '10 avenue de Verdun', '4 place Jussieu - Boîte 257 - Bât. C - 4ème étage']",adresse,adresse,f94f9165-58c1-40d3-a675-6a2c9a28941e
Adresse,"['18 CITE JOLIVET', '17 RUE JULES GOURY', '62 RUE DE ROCROI', '6 RUE VICTOR HUGO', '65 RUE GEORGES MAERTENS', '79 RUE AUBER', '8 PLACE ALEXANDRE DUMAS', '57 RUE JEAN BAPTISTE BONTE', '1 RUE DES HORTENSIAS', '40 RUE DE LA GRANDE PLAINE']",adresse,adresse,80a84b27-334b-411a-a888-c6832ec7128c
Adresse,"['12 rue des Déportés', ""Rue de l'Hôtel de Ville"", '2 Rue Galilée', '153 route de Bouguenais', '20 Boulevard Emile Romanet', '1 Rue de la Garenne', '9 Rue de Charente', '49 Rue Georges Clemenceau', '7 boulevard François Blancho', '8 rue de Saint Domingue']",adresse,adresse,d7a247c5-c6a5-422b-82cb-58c08973304c
RUE,"['21 Allée des Pyrénées', '341 chemin du Tastet', '725, route du quartier Caliot', '600, Route de Lanty', '365 chemin de Boutoura', '108 Allée Port Bertrand', 'Quartier Philipp', '2625 avenue Charles De Gaulle', ""10 Route de la Côte d'Argent"", '11 chemin de Labourgade']",adresse,adresse,44ec7142-79a3-436c-ac84-a7105064fe61
n_station,"['SAINT-ROMAIN-EN-VIENNOIS - Avenue De Verdun - Place Du 11 Novembre', 'SAINT-ROMAIN-EN-VIENNOIS - Avenue De Verdun - Place Du 11 Novembre', 'SAINT-ROMAIN-EN-VIENNOIS - Avenue De Verdun - Place Du 11 Novembre', 'SAINT-ROMAIN-EN-VIENNOIS - Avenue De Verdun - Place Du 11 Novembre']",adresse,adresse,95bf0001-c6cd-4407-8ce0-0f81231edfde
PopupInfo,"['<a href=""https://www.flickr.com/photos/125010458@N06/14327539424/"" title=""40-taillardat de Images45000, sur Flickr""><img src=""https://farm6.staticflickr.com/5506/14327539424_75a0825c37.jpg"" width=""300', '<a href=""https://www.flickr.com/photos/125010458@N06/14141573209/"" title=""27-lutherie_denis_caban de Images45000, sur Flickr""><img src=""https://farm3.staticflickr.com/2920/14141573209_b07dc7331a.jpg"" ', '<a href=""https://www.flickr.com/photos/125010458@N06/14141619420/"" title=""28-martin_pouret de Images45000, sur Flickr""><img src=""https://farm3.staticflickr.com/2906/14141619420_fa854c766a.jpg"" width=""', '<a href=""https://www.flickr.com/photos/125010458@N06/14141715187/"" title=""39-sofraser de Images45000, sur Flickr""><img src=""https://farm3.staticflickr.com/2937/14141715187_4c8cb272cd.jpg"" width=""300"" ', '<a href=""https://www.flickr.com/photos/125010458@N06/14305099076/"" title=""37-sodivitrage de Images45000, sur Flickr""><img src=""https://farm6.staticflickr.com/5564/14305099076_4211076cde.jpg"" width=""30', '<a href=""https://www.flickr.com/photos/125010458@N06/14328236555/"" title=""43-tradival de Images45000, sur Flickr""><img src=""https://farm6.staticflickr.com/5191/14328236555_536a309a01.jpg"" width=""300"" ', '<a href=""https://www.flickr.com/photos/125010458@N06/14141714707/"" title=""1-john_deere de Images45000, sur Flickr""><img src=""https://farm3.staticflickr.com/2925/14141714707_e0ccf86e68.jpg"" width=""300""', '<a href=""https://www.flickr.com/photos/125010458@N06/14141578958/"" title=""14-eau_emeraude de Images45000, sur Flickr""><img src=""https://farm6.staticflickr.com/5548/14141578958_c63336b7ef.jpg"" width=""3', '<a href=""https://www.flickr.com/photos/125010458@N06/14141574489/"" title=""10-comptoir-cacao de Images45000, sur Flickr""><img src=""https://farm3.staticflickr.com/2903/14141574489_c079024083.jpg"" width=', '<a href=""https://www.flickr.com/photos/125010458@N06/14141576858/"" title=""3-antartic_asa de Images45000, sur Flickr""><img src=""https://farm6.staticflickr.com/5494/14141576858_303b8906ee.jpg"" width=""30']",adresse,adresse,06f82eda-846d-4c99-944f-271a7e40887a
Adresse,"['5 Rue de la Vieille Comédie', '8 Boulevard Louis XIV', '1 Rue des Manneliers', '36 Rue de la Monnaie', '2 Place du Général De Gaulle', '22 Rue de la Monnaie', '32 Rue des Arts', '6 bis Rue de la Monnaie', '74 Rue de Paris', '38 Place du Général De Gaulle']",adresse,adresse,3412b818-b877-4a65-842b-40cd0f38e48e
ADRESSE,"['42-46 RUE JEAN JACQUES ROUSSEAU', '42-46 RUE JEAN JACQUES ROUSSEAU']",adresse,adresse,ed3cec0d-1008-47fe-b73a-1447a7930caf
Adresse,"['rue Henri Lemarchand, quai de la gare', '7 Rue de la Mairie 14610 Cairon', 'Place de Bourgogne (Octeville) 50100 Cherbourg-en-Cotentin', '4 rue Calmette  14120 Mondeville', '28 rue Jean Eudes 14000 Caen', 'Rue du Bocage 50850 Ger', '2 place du Chêne, Urville-Nacqueville', '39 Chemin de Varembert 14400 Esquay-sur-Seulles', '75 rue de le République 27500 Pont-Audemer', '14 rue de Greenock']",adresse,adresse,c64d040b-f933-4943-9745-5e566dc893a9
ADRESSE_STATION,"['RUE LÉON GAMBETTA, 59171 HORNAING', 'RUE WAMBROUCK, 59580 ANICHE', 'BOULEVARD COQUELET, 59165 AUBERCHICOURT', 'RUE FAIDHERBE, 59490 SOMAIN', 'SQUARE P. VANANDREWELT, 59146 PECQUENCOURT', 'BOULEVARD LOUISE MICHEL, 59490 SOMAIN', 'RUE DES FRERES FÂCHÉ, 59580 - ANICHE', 'PLACE DES FUSILLÉS, 59179 FENAIN', 'RUE ANATOLE FRANCE, 59490 SOMAIN', 'RUE DES HALLOTS, 59176 ECAILLON']",adresse,adresse,0ea879b7-247f-4b75-9053-ddc5b96e526b
Localisation,"['Numéro de rue', 'Numéro de rue', 'Numéro de rue', 'Rue', 'Numéro de rue', 'Numéro de rue', 'Numéro de rue', 'Numéro de rue', 'Numéro de rue', 'Numéro de rue']",adresse,adresse,c27446c5-6401-49e3-8b8c-7cddf1ffb457
LIB_CLASSE,"['Ilot directionnel', 'Ilot directionnel', 'Ilot directionnel', 'Ilot directionnel', 'Ilot directionnel', 'Ilot directionnel', 'Ilot directionnel', 'Ilot directionnel', 'Ilot directionnel', 'Ilot directionnel']",adresse,adresse,1f04f529-c650-48a2-aa56-df67491b51a1
index_,"['Rue Georges Fourcade', 'Allée des Hématites', ""Rue de l'Artillerie"", 'Rue Léon Dierx', 'Chemin de la Ferme', 'Route de Montgaillard', 'Allée des Emeraudes', 'Rue de la Cure', 'Allée des Gloxinias', 'Chemin des Brises']",adresse,adresse,ffa26c5c-f27a-4306-a0a7-1eaa352ffe00
RUE,"['Rue du Fort', '18 rue Poissonnerie', 'Place du Présidial', '2 rue de la Gare', 'Grand Rue', '1 avenue de la plage', '13 avenue de la Gare', 'Route de Samadet', '216 Avenue Louis Bréguet', '14 rue Jacques Manchotte']",adresse,adresse,9de7b674-0a8e-487f-bc41-d8944ea57abc
NOM,"['CHEMINEE', 'FACTORY 118', 'CHEMINEE', 'CHEMINEE', 'LA TEINTURERIE', 'CHEMINEE', 'CHEMINEE', 'CHEMINEE', 'ANCIENNE TEINTURERIE ROUSSEL-DESROUSSEAUX', 'CHEMINEE']",adresse,adresse,62265472-1d07-4413-8311-d860c6dc81b7
Adresse,"['rue du Bourg', 'rue du Bourg', 'rue du Bourg', 'rue du Bourg', 'rue du Bourg']",adresse,adresse,af40ae29-9a4e-4188-a062-ec9704da354b
Local,"['Point Central (rue du) angle boulevard Gambetta - côté opposé au n° 6', 'En face du 7 place du Théatre', ""Rhin (rue du) à l'angle de la rue du Flocon - pignon du 91 rue du Flocon"", ""Halluin (boulevard d') côté opposé au n° 102 angle Orions"", 'Pharmacie Albert Bocktaels', '33 rue Charles Dhérin', '46 rue Montaigne', ""Orchies (rue d') à l'intersection avec la rue de l'Epidème"", '25 rue de Mons', '50 CHS Galilée']",adresse,adresse,f62d14d8-4180-4a09-a212-9a6b3aeb8349
ADRESS_SSC,"['204 TER ET 205 TER AVENUE DU MAINE', '67 TER RUE PIERRE CHARRON', '180 QUAI DE BERCY', '14 RUE CROIX DES PETITS CHAMPS', '84 AVENUE HENRI MARTIN', '163 TER ET 164 TER BOULEVARD HAUSSMANN', '9 TER SQUARE ALBAN SATRAGNE', ""87/M QUAI D'ORSAY"", '62 TER ET 113 AVENUE DES CHAMPS ELYSÉES', '11 RUE BEETHOVEN']",adresse,adresse,34a95f5d-9162-4a15-b937-d3cb9196b6b2
Adresse,"['284 route des Champs', '335 route des Champs', '70 ruelle des PlatiŠres - Flurieux', '354 chemin de Port de Mure', '47 chemin du Caton', '46 chemin Saint Jean ', '4 Lot le Clos du Caton', '29 rue de mirande - Flurieux', '356 rue du Puits Blanchon - Flurieux', '2 lotissement le Clos du Caton']",adresse,adresse,9e0bff2e-a8ea-4d0b-91cc-2e01a1f76ae7
localisation,"['AVENUE DE VERDUN', 'RUE CAMILLE DESMOULINS', 'CHEMIN DE BRETAGNE', 'QUAI DE LA BATAILLE DE STALINGRAD', 'PONT DE BILLANCOURT', 'AVENUE ROGER SALENGRO', ""PONT D'ISSY"", 'RUE ANDRE CHENIER', 'BOULEVARD DES ILES', 'RUE FOUCHER LEPELLETIER']",adresse,adresse,d09ff854-99df-409c-b60b-bcfe58d3a847
Adresse,"['100 AVENUE JEAN BAPTISTE CLEMENT', '6 ALLEE ALFRED DE MUSSET', '229 T AVENUE D ARGENTEUIL', '37 RUE DE CHEZY', '11 RUE PAUL SIGNAC', '42 RUE PIERRE BROSSOLETTE', '69 RUE D AGUESSEAU', '9 RUE DE LENS', '18 AVENUE SAINTE MARIE', '3 B RUE DE LA PORTE DAUPHINE']",adresse,adresse,4a0aaebd-1bcf-4073-87d0-a85a795e363f
ADRESSE,"['Verrines-sous-Celles', 'Montferrand ; Séminaire (rue du) 2, 4 ; Jules-Guesde (rue)', 'Eugène-Destinque (rue)', 'Thorigny (rue de) 5', 'Hattonchâtel', 'Marc (rue du) 1 ; Pluche (rue) ; Forum (place du) 36', 'Turenne (rue de) 60', 'Trésor (rue du)', 'Kérity', ""Arbalète (rue de l') 6""]",adresse,adresse,7ce1699a-27ed-4d1c-b580-1ab4466cb0db
Adresse,"['Place du souvenir fran¨ais', 'grande place', '7 rue pasteur', 'Rue Jacques porraz', 'Avenue de Winnenden', '13 rue Lieutenant Eysseric', '650 Chemin des Trois Poiriers', '19 rue des Fleurs', '221 chemin des trois poiriers', 'Place Ferdinand Million']",adresse,adresse,26ee5e6e-50b8-4980-afca-b53b204b1783
Année,"['2011', '2016', '2009', '2009', '2017', '2010', '2014', '2011', '2012', '2011']",year,year,5c74e53e-6c7b-453e-b98c-324a4abff832
Exercice,"['2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017']",year,year,e61d83da-ffaa-4374-8054-7232133f7850
annee,"['2018', '2017', '2018', '2018', '2017', '2017', '2018', '2017', '2017', '2017']",year,year,5fc39c45-da8e-4958-a6fa-84d0fc46d8a6
Exercice,"['2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011']",year,year,e2214325-0c46-4475-a571-79867a795b37
Rentrée,"['2015', '2014', '2012', '2017', '2015', '2012', '2016', '2017', '2016', '2017']",year,year,a3ad30bc-fadb-4012-8e81-64998883158a
EXER,"['2016', '2016', '2016', '2016', '2016', '2016', '2016', '2016', '2016', '2016']",year,year,878909fd-c934-4cf9-af68-c7b3ed39c2a8
Année,"['2017', '2013', '2016', '2017', '2013', '2013', '2012', '2016', '2017', '2014']",year,year,bbb04960-8eb7-413b-aee2-84cb14504d95
an_evenement_annee,"['2000', '2001', '2000', '2014', '2007', '2013', '2009', '2018', '2018', '1999']",year,year,065e94f5-0e9e-428d-9dcc-aced282df77b
ast_beneficiaire_naissance_annee,"['1995', '2006', '2002', '2005', '1997', '1999', '2011', '1996', '1996', '1998']",year,year,e38ddbab-ceb0-4646-83e7-c125e846643d
"""Année""","['2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012']",year,year,dbc6961b-06fb-49f3-9045-722df13007f6
Année,"['2015', '2010', '2013', '2015', '2014', '2012', '2010', '2015', '2012', '2016']",year,year,b2e050fd-07db-406b-828e-0b31511682c2
ANNEE,"['2017', '2011', '2015', '2010', '2018', '2012', '2014', '2013', '2016']",year,year,65a88a81-7032-4a03-a505-1ce0bce0e9d2
Exercice budgétaire,"['2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017']",year,year,ace59a73-568a-430d-90e1-38f4170c0f86
ANNEE DE NAISSANCE,"['2007', '2009', '2013', '2002', '2011', '2001', '2006', '2006', '2006', '2010']",year,year,a7260e7a-6738-4f53-973c-b0dafcf9950b
ANNEE,"['2016', '2013', '2017', '2014', '2014', '2016', '2010', '2014', '2017', '2010']",year,year,eec8f840-ea7a-4d95-81bb-25e7ee0fd0a2
EquDateDernierTravauxReal,"['1999.0', '2004.0', '2004.0', '2012.0', '1999.0', '2009.0', '2004.0', '2004.0', '2008.0', '2008.0']",year,year,ff330e75-365e-48f9-8b2c-e25f8a9ac8c4
Fin du mandat,"['2020', '2020', '2020', '2020', '2020', '2020', '2020', '2020', '2020', '2020']",year,year,caaac8d1-90b7-4da0-b12b-f1689cf29a3d
Année de notification,"['2014.0', '2013.0', '2014.0', '2013.0', '2017.0', '2017.0', '2016.0', '2013.0', '2014.0', '2013.0']",year,year,d2e5f01d-0191-4519-9c8a-8c53f3f760e8
annee,"['2014', '2014', '2014', '2014', '2014', '2014', '2014', '2014', '2014', '2014']",year,year,7959a365-895a-4edd-bc10-c12931ebcc38
Année,"['2016', '2016', '2016', '2016', '2016', '2016', '2016', '2016', '2016', '2016']",year,year,455b8d14-7378-4214-b759-e2105603a7d6
annee,"['2017', '2019', '2015', '2014', '2018', '2016', '2013', '2012']",year,year,f2f488b2-2dca-4e08-96c6-0986a9ce4d8a
Année de validité de l'activité principale de l'établissement,"['2008', '2015', '2017', '2008', '2014', '2008', '2010', '2014', '2008', '2014']",year,year,cd5125ac-0c1b-4abe-9ffb-5ae2310e97b2
Annee_comptee,"['2017', '2017', '2017', '2017', '2018', '2017', '2015', '2018', '2017', '2017']",year,year,e5e8ffe4-c8a5-4ce0-902a-81bc84332c7b
Année,"['2014', '2013', '2013', '2013', '2014', '2013', '2013', '2013', '2013', '2014']",year,year,55148748-f78b-4312-9396-995b3a110330
année,"['1989', '2004', '2014', '2019', '2009', '1987', '2016', '1988', '2012', '2003']",year,year,487212a5-3e1c-450a-9088-ed5b219f0376
Annee,"['2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017', '2017']",year,year,44498db9-e672-4326-961d-c00766b57aa2
AnnÃ©e,"['2017', '2015', '2011', '2013', '2014', '2013', '2010', '2013', '2011', '2011']",year,year,d5e9385d-142c-4a96-bcb8-a489cf4d16cc
Exercice,"['2017', '2014', '2019', '2011', '2016', '2013', '2018', '2013', '2012', '2018']",year,year,9f71bd78-6efa-4fbd-be27-f6e7934377a7
"""Année""","['2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011']",year,year,c9d47f8f-eeec-427c-902e-2febc02be209
Année,"['2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012']",year,year,7f468bd8-cac3-4b9e-83c7-591eff915189
Année de réalisation,"['2009', '2010', '2013', '2015', '2010', '2010', '2008', '2011', '2007', '2008']",year,year,a2cdf2ff-3452-4af9-940a-51a00e8991a4
Année,"['2013', '2013', '2014', '2013', '2015', '2013', '2014', '2014', '2015', '2014']",year,year,09e6fc68-a202-4d9e-8ed0-c866f6b98525
an_evenement_annee,"['1998', '2007', '1998', '2006', '2010', '2015', '2007', '2011', '1997', '2013']",year,year,83c82df6-b68b-4de4-aa2a-0d9d17760e4f
Année,"['2015', '2017', '2017', '2014', '2014', '2016', '2012', '2015', '2015', '2017']",year,year,35828509-275b-4791-8ce3-14ebd4bf4e88
Session,"['2017', '2016', '2016', '2017', '2016', '2016', '2016', '2016', '2016', '2017']",year,year,384e3654-af23-4735-baf9-c414a96ea805
Exercice,"['2017', '2014', '2015', '2014', '2014', '2018', '2014', '2017', '2017', '2015']",year,year,ce387799-ae30-4928-813e-a1683c5d0492
Exercice,"['2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2012']",year,year,05973d77-167a-4a37-8507-3c602a23f0f9
ad_evenement_annee,"['2008', '1997', '2011', '2009', '2010', '2013', '2008', '2014', '2009', '2011']",year,year,37139a45-f8cc-408d-8807-f6f744e3f16f
Principaux déposants par la voie nationale selon le nombre de demandes de brevet publiées,"['2010', '2014', '2013', '2013', '2014', '2013', '2013', '2011', '2009', '2014']",year,year,a9507539-9208-4ee0-8ec3-8811334d8bcf
Année de validité de l'effectif salarié de l'établissement,"['2009.0', '2016.0', '2018.0', '2005.0', '2015.0', '2004.0', '2018.0', '2018.0', '2005.0', '2016.0']",year,year,7b507d52-546d-4de8-8921-b32b9162e937
2015,"['2015.0', '2015.0', '2015.0']",year,year,9d373e04-cdf5-46a6-984c-333c080806a0
Année,"['2006', '2009', '2000', '2003', '2010', '2005', '2003', '2000', '2003', '2002']",year,year,b2653223-47f5-46f8-b8ed-645ce3149577
"""Année""","['2016', '2016', '2016', '2016', '2016', '2016', '2016', '2016', '2016', '2016']",year,year,74436b01-06ca-4402-841d-94c86bcd3375
Date,"['2015', '2018', '2015', '2015', '2018', '2018', '2015', '2018', '2015', '2014']",year,year,d56af7c3-ab5f-4e64-b413-8381138af268
Année de validité de l'activité principale de l'entreprise,"['2010', '2016', '2008', '2014', '2009', '2008', '2019', '2008', '2019', '1978']",year,year,276a1a8d-6970-4e13-a966-9a1d0ae9be01
Exercice,"['2009', '2009', '2009', '2009', '2009', '2009', '2009', '2009', '2009', '2009']",year,year,fc0f347a-b455-48dc-8fb7-702ac101eddb
Exercice,"['2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013']",year,year,824bb26f-dc8e-48cb-a4b9-b7a4e8366667
Exercice,"['2017', '2009', '2009', '2012', '2011', '2015', '2010', '2014', '2016', '2016']",year,year,5d97d8fc-105a-4b3a-ab82-494a829c1ebf
Année,"['2009', '2009', '2009', '2009', '2009', '2009', '2009', '2009', '2009', '2009']",year,year,f2973d63-6ce6-4046-86c6-ddbd03b66629
Sources,"['2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013', '2013']",year,year,feefa026-8a57-4685-8531-2002662cede3
